Airport name,DST,IATA,ICAO,Location served,Time
Abou-Deïa Airport,,AOD,,"Abou-Deïa, Chad",UTC+01:00
Anadolu Airport,,AOE,LTBY,"Eskişehir, Turkey",UTC+03:00
Anshan Teng'ao Airport,,AOG,ZYAS,"Anshan, Liaoning, China",UTC+08:00
Lima Allen County Airport,Mar-Nov,AOH,KAOH,"Lima, Ohio, United States",UTC−05:00
Ancona Falconara Airport,Mar-Oct,AOI,LIPY,"Ancona, Marche, Italy",UTC+01:00
Aomori Airport,,AOJ,RJSA,"Aomori, Honshu, Japan",UTC+09:00
Karpathos Island National Airport,Mar-Oct,AOK,LGKP,"Karpathos, Greece",UTC+02:00
Paso de los Libres Airport,,AOL,SARL,"Paso de los Libres, Corrientes, Argentina",UTC−03:00
Adam Airport[1],,AOM,,"Adam, Oman",UTC+04:00
Arona Airport,,AON,,"Arona, Papua New Guinea",UTC+10:00
Altoona–Blair County Airport,Mar-Nov,AOO,KAOO,"Altoona, Pennsylvania, United States",UTC−05:00
Alférez FAP Alfredo Vladimir Sara Bauer Airport,,AOP,,"Andoas, Peru",UTC−05:00
Sultan Abdul Halim Airport,,AOR,WMKA,"Alor Setar, Kedah, Malaysia",UTC+08:00
Amook Bay Seaplane Base (FAA: AK81),Mar-Nov,AOS,,"Amook Bay, Alaska, United States",UTC−09:00
Aosta Valley Airport,Mar-Oct,AOT,LIMW,"Aosta, Aosta Valley, Italy",UTC+01:00
Attapeu Airport,,AOU,VLAP,"Attapeu, Laos",UTC+07:00
Centennial Airport,Mar-Nov,APA,KAPA,"Denver, Colorado, United States",UTC−07:00
Apolo Airport,,APB,SLAP,"Apolo, Bolivia",UTC−04:00
Napa County Airport,Mar-Nov,APC,KAPC,"Napa, California, United States",UTC−08:00
Naples Municipal Airport,Mar-Nov,APF,KAPF,"Naples, Florida, United States",UTC−05:00
Phillips Army Airfield,Mar-Nov,APG,KAPG,"Aberdeen Proving Ground, Maryland, United States",UTC−05:00
A.P. Hill Army Airfield,Mar-Nov,APH,KAPH,"Fort A.P. Hill, Virginia, United States",UTC−05:00
Captain Luis F. Gómez Niño Air Base,,API,SKAP,"Apiay, Colombia",UTC−05:00
Apataki Airport,,APK,NTGD,"Apataki, Tuamotus, French Polynesia",UTC−10:00
Nampula Airport,,APL,FQNP,"Nampula, Mozambique",UTC+02:00
Alpena County Regional Airport,Mar-Nov,APN,KAPN,"Alpena, Michigan, United States",UTC−05:00
Antonio Roldán Betancourt Airport,,APO,SKLC,"Apartadó, Colombia",UTC−05:00
Asapa Airport,,APP,,"Asapa, Papua New Guinea",UTC+10:00
Arapiraca Airport,,APQ,SNAL,"Arapiraca, Alagoas, Brazil",UTC−03:00
April River Airport,,APR,AYPE,"April River, Papua New Guinea",UTC+10:00
Anápolis Airport,Oct-Feb,APS,SWNS,"Anápolis, Goiás, Brazil",UTC−03:00
Marion County Airport (Brown Field),Mar-Nov,APT,KAPT,"Jasper, Tennessee, United States",UTC−06:00
Apucarana Airport,Oct-Feb,APU,SSAP,"Apucarana, Paraná, Brazil",UTC−03:00
Apple Valley Airport,Mar-Nov,APV,KAPV,"Apple Valley, California, United States",UTC−08:00
Faleolo International Airport,Sep-Apr,APW,NSFA,"Apia, Upolu Island, Samoa",UTC+13:00
Arapongas Airport,Oct-Feb,APX,SSOG,"Arapongas, Paraná, Brazil",UTC−03:00
Alto Parnaíba Airport,,APY,SNAI,"Alto Parnaíba, Maranhão, Brazil",UTC−03:00
Zapala Airport,,APZ,SAHZ,"Zapala, Neuquén, Argentina",UTC−03:00
Araraquara Airport,Oct-Feb,AQA,SBAQ,"Araraquara, São Paulo, Brazil",UTC−03:00
Quiché Airport,,AQB,MGQC,"Quiché, Guatemala",UTC−06:00
Anqing Tianzhushan Airport,,AQG,ZSAQ,"Anqing, Anhui, China",UTC+08:00
Al Qaisumah/Hafr Al Batin Airport,,AQI,OEPA,"Qaisumah / Hafar Al-Batin, Saudi Arabia",UTC+03:00
King Hussein International Airport,Mar-Oct,AQJ,OJAQ,"Aqaba, Jordan",UTC+02:00
Ariquemes Airport,,AQM,,"Ariquemes, Rondônia, Brazil",UTC−04:00
Rodríguez Ballón International Airport,,AQP,SPQU,"Arequipa, Peru",UTC−05:00
Saqani Airport,Nov-Jan,AQS,,"Saqani, Fiji",UTC+12:00
Girdwood Airport[1],Mar-Nov,AQY,,"Girdwood, Alaska, United States",UTC−09:00
Acadiana Regional Airport,Mar-Nov,ARA,KARA,"New Iberia, Louisiana, United States",UTC−06:00
Ann Arbor Municipal Airport,Mar-Nov,ARB,KARB,"Ann Arbor, Michigan, United States",UTC−05:00
Arctic Village Airport,Mar-Nov,ARC,PARC,"Arctic Village, Alaska, United States",UTC−09:00
Alor Island Airport,,ARD,WATM,"Alor Island, Indonesia",UTC+08:00
Antonio (Nery) Juarbe Pol Airport (FAA: ABO),,ARE,TJAB,"Arecibo, Puerto Rico, United States",UTC−04:00
Acaricuara Airport,,ARF,,"Acaricuara, Colombia",UTC−05:00
Walnut Ridge Regional Airport,Mar-Nov,ARG,KARG,"Walnut Ridge, Arkansas, United States",UTC−06:00
Talagi Airport,,ARH,ULAA,"Arkhangelsk, Arkhangelsk Oblast, Russia",UTC+03:00
Chacalluta International Airport,Aug-May,ARI,SCAR,"Arica, Chile",UTC−04:00
Arso Airport,,ARJ,WAJA,"Arso, Indonesia",UTC+09:00
Arusha Airport,,ARK,HTAR,"Arusha, Tanzania",UTC+03:00
Arly Airport,,ARL,DFER,"Arly, Burkina Faso",UTC+00:00
Armidale Airport,Oct-Apr,ARM,YARM,"Armidale, New South Wales, Australia",UTC+10:00
Stockholm Arlanda Airport,Mar-Oct,ARN,ESSA,"Stockholm, Sweden",UTC+01:00
Arboletes Airport,,ARO,,"Arboletes, Colombia",UTC−05:00
Aragip Airport,,ARP,,"Aragip, Papua New Guinea",UTC+10:00
El Troncal Airport,,ARQ,SKAT[3],"Arauquita, Colombia",UTC−05:00
Alto Río Senguer Airport,,ARR,SAVR,"Alto Río Senguer, Chubut, Argentina",UTC−03:00
Aragarças Airport,Oct-Feb,ARS,SWEC,"Aragarças, Goiás, Brazil",UTC−03:00
Watertown International Airport,Mar-Nov,ART,KART,"Watertown, New York, United States",UTC−05:00
Araçatuba Airport,Oct-Feb,ARU,SBAU,"Araçatuba, São Paulo, Brazil",UTC−03:00
Lakeland Airport (Noble F. Lee Memorial Field),Mar-Nov,ARV,KARV,"Minocqua / Woodruff, Wisconsin, United States",UTC−06:00
Arad International Airport,Mar-Oct,ARW,LRAR,"Arad, Romania",UTC+02:00
Ararat Airport,Oct-Apr,ARY,YARA,"Ararat, Victoria, Australia",UTC+10:00
N'zeto Airport,,ARZ,FNZE,"N'zeto, Angola",UTC+01:00
Assab International Airport,,ASA,HHSB,"Assab, Eritrea",UTC+03:00
Ashgabat International Airport,,ASB,UTAA,"Ashgabat, Turkmenistan",UTC+05:00
Ascención de Guarayos Airport,,ASC,SLAS,"Ascención de Guarayos, Bolivia",UTC−04:00
Andros Town International Airport,Mar-Nov,ASD,MYAF,"Andros Town, Andros Island, Bahamas",UTC−05:00
Aspen–Pitkin County Airport (Sardy Field),Mar-Nov,ASE,KASE,"Aspen, Colorado, United States",UTC−07:00
Narimanovo Airport,,ASF,URWA,"Astrakhan, Astrakhan Oblast, Russia",UTC+04:00
Ashburton Aerodrome,Sep-Apr,ASG,NZAS,"Ashburton, New Zealand",UTC+12:00
Nashua Airport (Boire Field),Mar-Nov,ASH,KASH,"Nashua, New Hampshire, United States",UTC−05:00
RAF Ascension Island (Wideawake Field),,ASI,FHAW,"Ascension Island, British Overseas Territory of Saint Helena, Ascension and Tristan da Cunha",UTC+00:00
Amami Airport,,ASJ,RJKA,"Amami, Satsunan Islands, Japan",UTC+09:00
Yamoussoukro Airport,,ASK,DIYO,"Yamoussoukro, Côte d'Ivoire",UTC+00:00
Harrison County Airport,Mar-Nov,ASL,KASL,"Marshall, Texas, United States",UTC−06:00
Asmara International Airport,,ASM,HHAS,"Asmara, Eritrea",UTC+03:00
Talladega Municipal Airport,Mar-Nov,ASN,KASN,"Talladega, Alabama, United States",UTC−06:00
Asosa Airport,,ASO,HASO,"Asosa, Ethiopia",UTC+03:00
Alice Springs Airport,,ASP,YBAS,"Alice Springs, Northern Territory, Australia",UTC+09:30
Austin Airport (FAA: 9U3),Mar-Nov,ASQ,,"Austin, Nevada, United States",UTC−08:00
Erkilet International Airport,,ASR,LTAU,"Kayseri, Turkey",UTC+03:00
Astoria Regional Airport,Mar-Nov,AST,KAST,"Astoria, Oregon, United States",UTC−08:00
Silvio Pettirossi International Airport,Oct-Mar,ASU,SGAS,"Asunción, Paraguay",UTC−04:00
Amboseli Airport,,ASV,HKAM,"Amboseli, Kenya",UTC+03:00
Aswan International Airport,,ASW,HESN,"Aswan, Egypt",UTC+02:00
John F. Kennedy Memorial Airport,Mar-Nov,ASX,KASX,"Ashland, Wisconsin, United States",UTC−06:00
Ashley Municipal Airport,Mar-Nov,ASY,KASY,"Ashley, North Dakota, United States",UTC−06:00
Asirim Airport,,ASZ,,"Asirim, Papua New Guinea",UTC+10:00
Comandante FAP Germán Arias Graziani Airport,,ATA,SPHZ,"Huaraz, Peru",UTC−05:00
Atbara Airport,,ATB,HSAT,"Atbara, Sudan",UTC+03:00
Arthur's Town Airport,Mar-Nov,ATC,MYCA,"Arthur's Town, Cat Island, Bahamas",UTC−05:00
Uru Harbour Airport,,ATD,AGAT,"Atoifi, Malaita, Solomon Islands",UTC+11:00
Antlers Municipal Airport (FAA: 80F),Mar-Nov,ATE,,"Antlers, Oklahoma, United States",UTC−06:00
Chachoan Airport,,ATF,SEAM,"Ambato, Ecuador",UTC−05:00
PAF Base Minhas,,ATG,,"Attock, Pakistan",UTC+05:00
Athens International Airport (Eleftherios Venizelos Airport),Mar-Oct,ATH,LGAV,"Athens, Greece",UTC+02:00
Artigas International Airport,,ATI,SUAG,"Artigas, Uruguay",UTC−03:00
Antsirabe Airport,,ATJ,FMME,"Antsirabe, Madagascar",UTC+03:00
Atqasuk Edward Burnell Sr. Memorial Airport,Mar-Nov,ATK,PATQ,"Atqasuk, Alaska, United States",UTC−09:00
Hartsfield–Jackson Atlanta International Airport,Mar-Nov,ATL,KATL,"Atlanta, Georgia, United States",UTC−05:00
Altamira Airport,,ATM,SBHT,"Altamira, Pará, Brazil",UTC−03:00
Namatanai Airport,,ATN,AYNX,"Namatanai, Papua New Guinea",UTC+10:00
Ohio University Airport (Snyder Field) (FAA: UNI),Mar-Nov,ATO,KUNI,"Athens / Albany, Ohio, United States",UTC−05:00
Aitape Airstrip,,ATP,AYAI,"Aitape, Papua New Guinea",UTC+10:00
Sri Guru Ram Dass Jee International Airport,,ATQ,VIAR,"Amritsar, Punjab, India",UTC+05:30
Atar International Airport,,ATR,GQPA,"Atar, Mauritania",UTC+00:00
Artesia Municipal Airport,Mar-Nov,ATS,KATS,"Artesia, New Mexico, United States",UTC−07:00
Atmautluak Airport (FAA: 4A2),Mar-Nov,ATT,,"Atmautluak, Alaska, United States",UTC−09:00
Casco Cove Coast Guard Station,Mar-Nov,ATU,PAAT,"Attu Island, Alaska, United States",UTC−10:00
Ati Airport,,ATV,FTTI,"Ati, Chad",UTC+01:00
Appleton International Airport,Mar-Nov,ATW,KATW,"Appleton, Wisconsin, United States",UTC−06:00
Atbasar Airport,,ATX,,"Atbasar, Kazakhstan",UTC+06:00
Watertown Regional Airport,Mar-Nov,ATY,KATY,"Watertown, South Dakota, United States",UTC−06:00
Assiut Airport,,ATZ,HEAT,"Assiut, Egypt",UTC+02:00
Queen Beatrix International Airport,,AUA,TNCA,"Aruba, Kingdom of the Netherlands",UTC−04:00
Santiago Pérez Quiroz Airport,,AUC,SKUC,"Arauca, Colombia",UTC−05:00
Augustus Downs Airport,,AUD,YAGD,"Augustus Downs, Queensland, Australia",UTC+10:00
Abu Rudeis Airport,,AUE,,"Abu Rudeis, Egypt",UTC+02:00
Auxerre – Branches Aerodrome,Mar-Oct,AUF,LFLA,"Auxerre, Burgundy, France",UTC+01:00
Augusta State Airport,Mar-Nov,AUG,KAUG,"Augusta, Maine, United States",UTC−05:00
Abu Dhabi International Airport,,AUH,OMAA,"Abu Dhabi, United Arab Emirates",UTC+04:00
Aua Island Airport,,AUI,AYND,"Aua Island, Papua New Guinea",UTC+10:00
Ambunti Airport,,AUJ,AYAT,"Ambunti, Papua New Guinea",UTC+10:00
Alakanuk Airport,Mar-Nov,AUK,,"Alakanuk, Alaska, United States",UTC−09:00
Aur Airport,,AUL,,"Aur Atoll, Marshall Islands",UTC+12:00
Austin Municipal Airport,Mar-Nov,AUM,KAUM,"Austin, Minnesota, United States",UTC−06:00
Auburn Municipal Airport,Mar-Nov,AUN,KAUN,"Auburn, California, United States",UTC−08:00
Auburn University Regional Airport,Mar-Nov,AUO,KAUO,"Auburn, Alabama, United States",UTC−06:00
Agaun Airport,,AUP,AYAG,"Agaun, Papua New Guinea",UTC+10:00
Atuona Airport,,AUQ,NTMN,"Atuona, Marquesas Islands, French Polynesia",UTC−09:30
Aurillac – Tronquières Airport,Mar-Oct,AUR,LFLW,"Aurillac, Auvergne, France",UTC+01:00
Austin–Bergstrom International Airport,Mar-Nov,AUS,KAUS,"Austin, Texas, United States",UTC−06:00
Atauro Airport,,AUT,WPAT,"Atauro Island, East Timor",UTC+09:00
Aurukun Airport,,AUU,YAUR,"Aurukun, Queensland, Australia",UTC+10:00
Aumo Airport,,AUV,AYUM,"Aumo, Papua New Guinea",UTC+10:00
Wausau Downtown Airport,Mar-Nov,AUW,KAUW,"Wausau, Wisconsin, United States",UTC−06:00
Araguaína Airport,,AUX,SWGN,"Araguaína, Tocantins, Brazil",UTC−03:00
Anatom Airport,,AUY,NVVA,"Anatom Island, Tafea, Vanuatu",UTC+11:00
Aurora Municipal Airport (FAA: ARR),Mar-Nov,AUZ,KARR,"Aurora, Illinois, United States",UTC−06:00
Anshun Huangguoshu Airport,,AVA,ZUAS,"Anshun, Guizhou, China",UTC+08:00
Aviano Air Base,Mar-Oct,AVB,LIPA,"Aviano, Pordenone, Italy",UTC+01:00
Auvergne Airport,,AVG,YAUV,"Auvergne Station, Northern Territory, Australia",UTC+09:30
Máximo Gómez Airport,Mar-Nov,AVI,MUCA,"Ciego de Ávila, Cuba",UTC−05:00
Arvaikheer Airport,,AVK,ZMAH,"Arvaikheer, Mongolia",UTC+08:00
Asheville Regional Airport,Mar-Nov,AVL,KAVL,"Asheville, North Carolina, United States",UTC−05:00
Avignon – Provence Airport,Mar-Oct,AVN,LFMV,"Avignon, Provence-Alpes-Côte d'Azur, France",UTC+01:00
Avon Park Executive Airport,Mar-Nov,AVO,KAVO,"Avon Park, Florida, United States",UTC−05:00
Wilkes-Barre/Scranton International Airport,Mar-Nov,AVP,KAVP,"Wilkes-Barre / Scranton, Pennsylvania, United States",UTC−05:00
Avu Avu Airport,,AVU,AGGJ,"Avu Avu, Guadalcanal, Solomon Islands",UTC+11:00
Avalon Airport,Oct-Apr,AVV,YMAV,"Avalon, Victoria, Australia",UTC+10:00
Marana Regional Airport (FAA: AVQ),,AVW,KAVQ,"Tucson, Arizona, United States",UTC−07:00
Catalina Airport,Mar-Nov,AVX,KAVX,"Avalon, California, United States",UTC−08:00
Awasa Airport,,AWA,HALA,"Awasa, Ethiopia",UTC+03:00
Awaba Airport,,AWB,AYAW,"Awaba, Papua New Guinea",UTC+10:00
Aniwa Airport,,AWD,NVVB,"Aniwa Island, Tafea, Vanuatu",UTC+11:00
Alowe Airport,,AWE,,"Alowe, Gabon",UTC+01:00
Wake Island Airfield,,AWK,PWAK,"Wake Island, United States Minor Outlying Islands",UTC+12:00
West Memphis Municipal Airport,Mar-Nov,AWM,KAWM,"West Memphis, Arkansas, United States",UTC−06:00
Alton Downs Airport,Oct-Apr,AWN,,"Alton Downs, South Australia, Australia",UTC+09:30
Austral Downs Airport,,AWP,,"Austral Downs, Northern Territory, Australia",UTC+09:30
Awar Airport,,AWR,,"Awar, Papua New Guinea",UTC+10:00
Ahvaz International Airport,Mar-Sep,AWZ,OIAW,"Ahvaz, Iran",UTC+03:30
Clayton J. Lloyd International Airport,,AXA,TQPF,"The Valley, British Overseas Territory of Anguilla",UTC−04:00
Maxson Airfield (FAA: 89N),Mar-Nov,AXB,,"Alexandria Bay, New York, United States",UTC−05:00
Aramac Airport,,AXC,YAMC,"Aramac, Queensland, Australia",UTC+10:00
Alexandroupoli Airport (Dimokritos Airport),Mar-Oct,AXD,LGAL,"Alexandroupoli, Greece",UTC+02:00
Xanxere Airport,Oct-Feb,AXE,,"Xanxerê, Santa Catarina, Brazil",UTC−03:00
Alxa Left Banner Bayanhot Airport,,AXF,,"Alxa Left Banner, Inner Mongolia, China",UTC+08:00
Algona Municipal Airport (FAA: AXA),Mar-Nov,AXG,KAXA,"Algona, Iowa, United States",UTC−06:00
Amakusa Airfield[1],,AXJ,RJDA,"Amakusa, Amakusa Islands, Japan",UTC+09:00
Ataq Airport,,AXK,OYAT,"Ataq, Yemen",UTC+03:00
Alexandria Airport,,AXL,,"Alexandria Station, Northern Territory, Australia",UTC+09:30
El Edén International Airport,,AXM,SKAR,"Armenia, Colombia",UTC−05:00
Alexandria Municipal Airport (Chandler Field),Mar-Nov,AXN,KAXN,"Alexandria, Minnesota, United States",UTC−06:00
Spring Point Airport,Mar-Nov,AXP,MYAP,"Spring Point, Acklins Island, Bahamas",UTC−05:00
Arutua Airport,,AXR,NTGU,"Arutua, Tuamotus, French Polynesia",UTC−10:00
Altus/Quartz Mountain Regional Airport,Mar-Nov,AXS,KAXS,"Altus, Oklahoma, United States",UTC−06:00
Akita Airport,,AXT,RJSK,"Akita, Honshu, Japan",UTC+09:00
Axum Airport,,AXU,HAAX,"Axum, Ethiopia",UTC+03:00
Neil Armstrong Airport,Mar-Nov,AXV,KAXV,"Wapakoneta, Ohio, United States",UTC−05:00
Angel Fire Airport,Mar-Nov,AXX,KAXX,"Angel Fire, New Mexico, United States",UTC−07:00
Ayapel Airport,,AYA,,"Ayapel, Colombia",UTC−05:00
Ayacucho Airport,,AYC,,"Ayacucho, Colombia",UTC−05:00
Alroy Downs Airport,,AYD,,"Alroy Downs, Northern Territory, Australia",UTC+09:30
Yaguara Airport,,AYG,SKYA,"Yaguara, Colombia",UTC−05:00
Yari Airport,,AYI,,"Yari, Colombia",UTC−05:00
Arkalyk Airport,,AYK,UAUR,"Arkalyk, Kazakhstan",UTC+06:00
Anthony Lagoon Airport,,AYL,,"Anthony Lagoon, Northern Territory, Australia",UTC+09:30
Yas Island Seaplane Base[1],,AYM,,"Yas Island, Abu Dhabi, United Arab Emirates",UTC+04:00
Anyang Airport,,AYN,ZHAY,"Anyang, Henan, China",UTC+08:00
Juan de Ayolas Airport,Oct-Mar,AYO,SGAY,"Ayolas, Paraguay",UTC−04:00
Coronel FAP Alfredo Mendívil Duarte Airport,,AYP,SPHO,"Ayacucho, Peru",UTC−05:00
Ayers Rock Airport,,AYQ,YAYE,"Yulara, Northern Territory, Australia",UTC+09:30
Ayr Airport,,AYR,YAYR,"Ayr, Queensland, Australia",UTC+10:00
Waycross–Ware County Airport,Mar-Nov,AYS,KAYS,"Waycross, Georgia, United States",UTC−05:00
Antalya Airport,,AYT,LTAI,"Antalya, Turkey",UTC+03:00
Aiyura Airport,,AYU,AYAY,"Aiyura, Papua New Guinea",UTC+10:00
Ayawasi Airport,,AYW,,"Ayawasi, Indonesia",UTC+09:00
Arugam Bay Seaplane Base[1],,AYY,,"Pottuvil, Sri Lanka",UTC+05:30
Phoenix–Mesa Gateway Airport (FAA: IWA),,AZA,KIWA,"Phoenix, Arizona, United States",UTC−07:00
Amazon Bay Airport,,AZB,,"Amazon Bay, Papua New Guinea",UTC+10:00
Shahid Sadooghi Airport,Mar-Sep,AZD,OIYY,"Yazd, Iran",UTC+03:30
Pablo L. Sidar Airport,Apr-Oct,AZG,,"Apatzingán, Michoacán, Mexico",UTC−06:00
Al Bateen Executive Airport,,AZI,OMAD,"Abu Dhabi, United Arab Emirates",UTC+04:00
Fazenda Tucunaré Airport[1],Oct-Feb,AZL,SWTU[4],"Sapezal, Mato Grosso, Brazil",UTC−04:00
Andizhan Airport,,AZN,UTKA,"Andizhan, Uzbekistan",UTC+05:00
Kalamazoo/Battle Creek International Airport,Mar-Nov,AZO,KAZO,"Kalamazoo, Michigan, United States",UTC−05:00
Jorge Jiménez Cantú National Airport,Apr-Oct,AZP,MMJC,"Ciudad López Mateos, State of Mexico, Mexico",UTC−06:00
Touat-Cheikh Sidi Mohamed Belkebir Airport,,AZR,DAUA,"Adrar, Algeria",UTC+01:00
Samaná El Catey International Airport,,AZS,MDCY,"El Catey, Dominican Republic",UTC−04:00
Zapatoca Airport,,AZT,,"Zapatoca, Colombia",UTC−05:00
Ambriz Airport,,AZZ,FNAM,"Ambriz, Angola",UTC+01:00
Bialla Airport,,BAA,AYBL,"Bialla, Papua New Guinea",UTC+10:00
Beale Air Force Base,Mar-Nov,BAB,KBAB,"Marysville, California, United States",UTC−08:00
Barranca de Upia Airport,,BAC,,"Barranca de Upía, Colombia",UTC−05:00
Barksdale Air Force Base,Mar-Nov,BAD,KBAD,"Bossier City, Louisiana, United States",UTC−06:00
Barcelonnette – Saint-Pons Airport,Mar-Oct,BAE,LFMR,"Barcelonnette, Alpes-de-Haute-Provence, France",UTC+01:00
Westfield-Barnes Regional Airport,Mar-Nov,BAF,KBAF,"Westfield / Springfield, Massachusetts, United States",UTC−05:00
Loakan Airport,,BAG,RPUB,"Baguio, Philippines",UTC+08:00
Bahrain International Airport,,BAH,OBBI,"Manama, Bahrain",UTC+03:00
Buenos Aires Airport,,BAI,MRBA,"Buenos Aires, Costa Rica",UTC−06:00
Bali Airport,,BAJ,,"Bali, Papua New Guinea",UTC+10:00
metropolitan area2,,BAK[1],,"Baku, Azerbaijan",UTC+04:00
Batman Airport,,BAL,LTCJ,"Batman, Turkey",UTC+03:00
Battle Mountain Airport (Lander County Airport),Mar-Nov,BAM,KBAM,"Battle Mountain, Nevada, United States",UTC−08:00
Basongo Airport,,BAN,FZVR,"Basongo, Democratic Republic of the Congo",UTC+02:00
Baibara Airport,,BAP,,"Baibara, Papua New Guinea",UTC+10:00
Ernesto Cortissoz International Airport,,BAQ,SKBQ,"Barranquilla, Colombia",UTC−05:00
Qionghai Bo'ao Airport,,BAR,,"Qionghai, Hainan, China",UTC+08:00
Balalae Airport,,BAS,AGGE,"Balalae Island, Western, Solomon Islands",UTC+11:00
Chafei Amsei Airport,Oct-Feb,BAT,SBBT,"Barretos, São Paulo, Brazil",UTC−03:00
Baotou Airport,,BAV,ZBOW,"Baotou, Inner Mongolia, China",UTC+08:00
Biawonque Airport,,BAW,,"Biawonque, Gabon",UTC+01:00
Barnaul Airport,,BAX,UNBB,"Barnaul, Altai Krai, Russia",UTC+07:00
Baia Mare Airport,Mar-Oct,BAY,LRBM,"Baia Mare, Romania",UTC+02:00
Barcelos Airport,,BAZ,SWBC,"Barcelos, Amazonas, Brazil",UTC−04:00
Balmaceda Airport,Aug-May,BBA,SCBA,"Balmaceda, Chile",UTC−04:00
Benson Municipal Airport,Mar-Nov,BBB,KBBB,"Benson, Minnesota, United States",UTC−06:00
Bay City Municipal Airport (FAA: BYY),Mar-Nov,BBC,KBYY,"Bay City, Texas, United States",UTC−06:00
Curtis Field,Mar-Nov,BBD,KBBD,"Brady, Texas, United States",UTC−06:00
Butaritari Atoll Airport,,BBG,NGTU,"Butaritari Atoll, Kiribati",UTC+12:00
Stralsund–Barth Airport,Mar-Oct,BBH,EDBH,"Stralsund / Barth, Mecklenburg-Vorpommern, Germany",UTC+01:00
Biju Patnaik International Airport,,BBI,VEBS,"Bhubaneswar, Odisha, India",UTC+05:30
Bitburg Airport (former Bitburg Air Base),Mar-Oct,BBJ,EDRB,"Bitburg, Rhineland-Palatinate, Germany",UTC+01:00
Kasane Airport,,BBK,FBKE,"Kasane, Botswana",UTC+02:00
Ballera Airport,,BBL,YLLE,"Ballera, Queensland, Australia",UTC+10:00
Battambang Airport,,BBM,VDBG,"Battambang, Cambodia",UTC+07:00
Bario Airport,,BBN,WBGZ,"Bario, Sarawak, Malaysia",UTC+08:00
Berbera Airport,,BBO,HCMI,"Berbera, Somalia",UTC+03:00
Bembridge Airport,Mar-Oct,BBP,EGHJ,"Bembridge, England, United Kingdom",UTC±00:00
Barbuda Codrington Airport,,BBQ,TAPH,"Barbuda, Antigua and Barbuda",UTC−04:00
Baillif Airport,,BBR,TFFB,"Basse-Terre, Guadeloupe",UTC−04:00
Blackbushe Airport,Mar-Oct,BBS,EGLK,"Yateley, England, United Kingdom",UTC±00:00
Berbérati Airport,,BBT,FEFT,"Berbérati, Central African Republic",UTC+01:00
Aurel Vlaicu International Airport (Băneasa Airport),Mar-Oct,BBU,LRBS,"Bucharest, Romania",UTC+02:00
Nero-Mer Airport,,BBV,DIGN,"Grand-Béréby, Ivory Coast",UTC±00:00
Broken Bow Municipal Airport,Mar-Nov,BBW,KBBW,"Broken Bow, Nebraska, United States",UTC−06:00
Wings Field (FAA: LOM),Mar-Nov,BBX,KLOM,"Philadelphia, Pennsylvania, United States",UTC−05:00
Bambari Airport,,BBY,FEFM,"Bambari, Central African Republic",UTC+01:00
Zambezi Airport,,BBZ,FLZB,"Zambezi, Zambia",UTC+02:00
Gustavo Rizo Airport,Mar-Nov,BCA,MUBA,"Baracoa, Cuba",UTC−05:00
Virginia Tech Montgomery Executive Airport,Mar-Nov,BCB,KBCB,"Blacksburg, Virginia, United States",UTC−05:00
Bear Creek 3 Airport (FAA: Z48),Mar-Nov,BCC,,"Bear Creek, Alaska, United States",UTC−09:00
Bacolod–Silay International Airport,,BCD,RPVB,"Bacolod, Philippines",UTC+08:00
Bryce Canyon Airport,Mar-Nov,BCE,KBCE,"Bryce Canyon, Utah, United States",UTC−07:00
Bouca Airport,,BCF,FEGU,"Bouca, Central African Republic",UTC+01:00
Bemichi Airport,,BCG,,"Kumaka, Guyana",UTC−04:00
Baucau Airport,,BCH,WPEC,"Baucau, East Timor",UTC+09:00
Barcaldine Airport,,BCI,YBAR,"Barcaldine, Queensland, Australia",UTC+10:00
Bolwarra Airport,,BCK,,"Bolwarra, Queensland, Australia",UTC+10:00
Barra del Colorado Airport,,BCL,MRBC,"Barra del Colorado, Costa Rica",UTC−06:00
Bacău International Airport,Mar-Oct,BCM,LRBC,"Bacău, Romania",UTC+02:00
Barcelona–El Prat Airport,Mar-Oct,BCN,LEBL,"Barcelona, Catalonia, Spain",UTC+01:00
Baco Airport (Jinka Airport),,BCO,HABC,"Jinka, Ethiopia",UTC+03:00
Bambu Airport,,BCP,AYBC,"Bambu, Papua New Guinea",UTC+10:00
Brak Airport,,BCQ,,"Brak, Libya",UTC+02:00
Novo Campo Airport,,BCR,SWNK,"Boca do Acre, Amazonas, Brazil",UTC−05:00
Southern Seaplane Airport (FAA: 65LA),Mar-Nov,BCS,,"Belle Chasse, Louisiana, United States",UTC−06:00
Boca Raton Airport,Mar-Nov,BCT,KBCT,"Boca Raton, Florida, United States",UTC−05:00
Bauchi Airport,,BCU,,"Bauchi, Nigeria",UTC+01:00
Hector Silva Airstrip,,BCV,,"Belmopan, Belize",UTC−06:00
Benguerra Island Airport,,BCW,,"Benguerra Island, Mozambique",UTC+02:00
Beloretsk Airport,,BCX,UWUB,"Beloretsk, Republic of Bashkortostan, Russia",UTC+05:00
Bulchi Airport,,BCY,HABU,"Bulchi, Ethiopia",UTC+03:00
Bickerton Island Airport,,BCZ,,"Bickerton Island, Northern Territory, Australia",UTC+09:30
L.F. Wade International Airport,Mar-Nov,BDA,TXKF,"Hamilton, British Overseas Territory of Bermuda",UTC−04:00
